Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,HUC 8,Watershed name,Partial tribal designation,Affected designated use,Pollutant or stressor,TMDL target completion year,EPA category,Mercury TMDL region,Year TMDL plan approved,TMDL ID,AUID previously listed,Changes since last List
Moose River,"T157 R38W S2, east line to Thief Lk",Stream,2006,Red River of the North,09020304-566,"2Bg, 3C",Marshall,09020304,Thief River,,Aquatic Life,Dissolved oxygen,2025,5,,,,09020304-505,Carry forward impairment from 09020304-505
Mud,Lake or Reservoir,Lake,2002,Red River of the North,03-0387-01,"2B, 3C",Becker,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Mud,Lake or Reservoir,Lake,2014,Red River of the North,78-0024-00,"2B, 3C",Traverse,09020101,Bois de Sioux River,,Aquatic Recreation,Nutrients,2024,5,,,,,
Mud River,"T150 R33W S16, south line to Lower Red Lk",Stream,2018,Red River of the North,09020302-541,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,Red Lake,Aquatic Life,Total suspended solids (TSS),2028,5,,,,,
Mud River,"T150 R33W S16, south line to Lower Red Lk",Stream,2018,Red River of the North,09020302-541,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,Red Lake,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Mud River,Headwaters to -95.694 48.318,Stream,2020,Red River of the North,09020304-567,"2Bg, 3C",Marshall,09020304,Thief River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2025,5,,,,,
Mud River,Headwaters to -95.694 48.318,Stream,2008,Red River of the North,09020304-567,"2Bg, 3C",Marshall,09020304,Thief River,,Aquatic Life,Dissolved oxygen,2025,5,,,,09020304-507,Carry forward impairment from 09020304-507
Mud River,Headwaters to -95.694 48.318,Stream,2014,Red River of the North,09020304-567,"2Bg, 3C",Marshall,09020304,Thief River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2019,PRJ07632-001,09020304-507,Carry forward impairment from 09020304-507
Mud River,-95.694 48.318 to JD 11,Stream,2020,Red River of the North,09020304-568,"2Bg, 3C",Marshall,09020304,Thief River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2025,5,,,,,
Mud River,-95.694 48.318 to JD 11,Stream,2008,Red River of the North,09020304-568,"2Bg, 3C",Marshall,09020304,Thief River,,Aquatic Life,Dissolved oxygen,2025,5,,,,09020304-507,Carry forward impairment from 09020304-507
Mud River,-95.694 48.318 to JD 11,Stream,2020,Red River of the North,09020304-568,"2Bg, 3C",Marshall,09020304,Thief River,,Aquatic Life,Fish bioassessments,2025,5,,,,,
Mud River,-95.694 48.318 to JD 11,Stream,2014,Red River of the North,09020304-568,"2Bg, 3C",Marshall,09020304,Thief River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2019,PRJ07632-001,09020304-507,Carry forward impairment from 09020304-507
Murphy,Lake or Reservoir,Lake,2010,Red River of the North,56-0229-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2010,PRJ07770-001,,
Muskrat,Lake or Reservoir,Lake,1998,Red River of the North,03-0360-00,"2B, 3C",Becker,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Mustinka River,Unnamed cr to Lk Traverse,Stream,2006,Red River of the North,09020102-503,"2Bg, 3C",Traverse,09020102,Mustinka River,,Aquatic Life,Dissolved oxygen,2024,5,,,,,
Mustinka River,Unnamed cr to Lk Traverse,Stream,2004,Red River of the North,09020102-503,"2Bg, 3C",Traverse,09020102,Mustinka River,,Aquatic Life,Turbidity,,4A,,2010,PRJ07749-001,,
Mustinka River,Headwaters to Lightning Lk,Stream,2020,Red River of the North,09020102-506,"2Bg, 3C",Otter Tail,09020102,Mustinka River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2024,5,,,,,
Mustinka River,Headwaters to Lightning Lk,Stream,2014,Red River of the North,09020102-506,"2Bg, 3C",Otter Tail,09020102,Mustinka River,,Aquatic Life,Dissolved oxygen,2024,5,,,,,
Mustinka River,Headwaters to Lightning Lk,Stream,2020,Red River of the North,09020102-506,"2Bg, 3C",Otter Tail,09020102,Mustinka River,,Aquatic Life,Fish bioassessments,2024,5,,,,,
Mustinka River,Headwaters to Lightning Lk,Stream,2014,Red River of the North,09020102-506,"2Bg, 3C",Otter Tail,09020102,Mustinka River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07606-001,,
Mustinka River,Grant/Traverse County line to Fivemile Cr,Stream,2004,Red River of the North,09020102-518,"2Bg, 3C",Traverse,09020102,Mustinka River,,Aquatic Life,Turbidity,,4A,,2010,PRJ07749-001,,
Mustinka River,Grant/Traverse County line to Fivemile Cr,Stream,2014,Red River of the North,09020102-518,"2Bg, 3C",Traverse,09020102,Mustinka River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07606-001,,
Mustinka River,Lightning Lk to Mustinka River Flowage,Stream,2010,Red River of the North,09020102-580,"2Bg, 3C",Grant,09020102,Mustinka River,,Aquatic Life,Dissolved oxygen,,4A,,2017,PRJ07606-001,,
Mustinka River,Lightning Lk to Mustinka River Flowage,Stream,2014,Red River of the North,09020102-580,"2Bg, 3C",Grant,09020102,Mustinka River,,Aquatic Life,Fish bioassessments,,4A,,2017,PRJ07606-001,,
Mustinka River,Lightning Lk to Mustinka River Flowage,Stream,2008,Red River of the North,09020102-580,"2Bg, 3C",Grant,09020102,Mustinka River,,Aquatic Life,Turbidity,,4A,,2017,PRJ07606-001,,
Mustinka River,Lightning Lk to Mustinka River Flowage,Stream,2014,Red River of the North,09020102-580,"2Bg, 3C",Grant,09020102,Mustinka River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07606-001,,
Mustinka River,Mustinka River Flowage to Grant/Traverse County Line,Stream,2008,Red River of the North,09020102-582,"2Bg, 3C",Grant,09020102,Mustinka River,,Aquatic Life,Turbidity,,4A,,2017,PRJ07606-001,,
Mustinka River (Mustinka River Ditch),Twelvemile Cr to Unnamed cr,Stream,2020,Red River of the North,09020102-583,"2Bg, 3C",,09020102,Mustinka River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2024,5,,,,,
Mustinka River (Mustinka River Ditch),Twelvemile Cr to Unnamed cr,Stream,2014,Red River of the North,09020102-583,"2Bg, 3C",,09020102,Mustinka River,,Aquatic Life,Turbidity,,4A,,2017,PRJ07606-001,09020102-502,Carry forward impairment from 09020102-502
North Cormorant River,Headwaters to Blackduck R,Stream,2018,Red River of the North,09020302-506,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,,Aquatic Life,Dissolved oxygen,2028,5,,,,,
North Cormorant River,Headwaters to Blackduck R,Stream,2018,Red River of the North,09020302-506,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,,Aquatic Life,Total suspended solids (TSS),2028,5,,,,,
North Cormorant River,Headwaters to Blackduck R,Stream,2018,Red River of the North,09020302-506,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
North Lida,Lake or Reservoir,Lake,1998,Red River of the North,56-0747-01,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
North Tamarack,Lake or Reservoir,Lake,2010,Red River of the North,03-0241-02,"2B, 3C",Becker,09020106,Buffalo River,,Aquatic Recreation,Nutrients,,4D,,,,,
NORWAY (EAST BAY),Lake or Reservoir,Lake,2020,Red River of the North,56-0569-01,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Recreation,Nutrients,2020,5,,,,,
NORWAY (WEST BAY),Lake or Reservoir,Lake,2020,Red River of the North,56-0569-02,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Recreation,Nutrients,2020,5,,,,,
O'Brien Creek,"T149 R32W S2, south line to T150 R32W S23, north line",Stream,2018,Red River of the North,09020302-544,"1B, 2Ag, 3B",Beltrami,09020302,Upper/Lower Red Lake,,Aquatic Life,Dissolved oxygen,2028,5,,,,,
O'Brien Creek,"T149 R32W S2, south line to T150 R32W S23, north line",Stream,2018,Red River of the North,09020302-544,"1B, 2Ag, 3B",Beltrami,09020302,Upper/Lower Red Lake,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Orwell,Lake or Reservoir,Lake,2008,Red River of the North,56-0945-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Oscar,Lake or Reservoir,Lake,2020,Red River of the North,56-0982-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Recreation,Nutrients,2020,5,,,,,
Otter Tail,Lake or Reservoir,Lake,2010,Red River of the North,56-0242-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2010,PRJ07770-001,,
Otter Tail River,Breckenridge Lk to Bois de Sioux R,Stream,2008,Red River of the North,09020103-502,"1C, 2Bdg, 3C",Wilkin,09020103,Otter Tail River,,Aquatic Consumption,Arsenic,,4D,,,,,
Otter Tail River,Breckenridge Lk to Bois de Sioux R,Stream,2020,Red River of the North,09020103-502,"1C, 2Bdg, 3C",Wilkin,09020103,Otter Tail River,,Aquatic Life,Fish bioassessments,2020,5,,,,,
Otter Tail River,Breckenridge Lk to Bois de Sioux R,Stream,1996,Red River of the North,09020103-502,"1C, 2Bdg, 3C",Wilkin,09020103,Otter Tail River,,Aquatic Life,Turbidity,,4A,,2007,PRJ07743-001,,
Otter Tail River,JD 2 to Breckenridge Lk,Stream,2020,Red River of the North,09020103-504,"1C, 2Bdg, 3C",Wilkin,09020103,Otter Tail River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2020,5,,,,,
Otter Tail River,JD 2 to Breckenridge Lk,Stream,2004,Red River of the North,09020103-504,"1C, 2Bdg, 3C",Wilkin,09020103,Otter Tail River,,Aquatic Life,Turbidity,2020,5,,,,,
Otter Tail River,Rice Lk to Mud Lk,Stream,1998,Red River of the North,09020103-532,"1C, 2Bdg, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Life,Dissolved oxygen,2020,5,,,,,
Otter Tail River,Unnamed lk (56-0821-00) to Pelican R,Stream,2020,Red River of the North,09020103-574,"1C, 2Bdg, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Recreation,Escherichia coli (E.coli),2020,5,,,,,
Paul,Lake or Reservoir,Lake,2020,Red River of the North,56-0335-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Life,Fish bioassessments,2020,5,,,,,
Pebble,Lake or Reservoir,Lake,1998,Red River of the North,56-0829-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Pelican,Lake or Reservoir,Lake,1998,Red River of the North,56-0786-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Pelican River,Lk Lizzie to Reed Cr,Stream,2020,Red River of the North,09020103-767,"2Bg, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Life,Dissolved oxygen,2020,5,,,,,
Pelican River,Lk Lizzie to Reed Cr,Stream,2020,Red River of the North,09020103-767,"2Bg, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Life,Fish bioassessments,2020,5,,,,,
Pelican River,Reed Cr to Otter Tail R,Stream,2020,Red River of the North,09020103-768,"2Bg, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Recreation,Escherichia coli (E.coli),2020,5,,,,,
Pelican River,Highway 10 to Detroit Lk,Stream,2020,Red River of the North,09020103-772,"2Bg, 3C",Becker,09020103,Otter Tail River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2020,5,,,,,
Pelican River,Highway 10 to Detroit Lk,Stream,2020,Red River of the North,09020103-772,"2Bg, 3C",Becker,09020103,Otter Tail River,,Aquatic Life,Dissolved oxygen,2020,5,,,,,
Pelican River,Highway 10 to Detroit Lk,Stream,2020,Red River of the North,09020103-772,"2Bg, 3C",Becker,09020103,Otter Tail River,,Aquatic Life,Fish bioassessments,2020,5,,,,,
Pelican River,Highway 10 to Detroit Lk,Stream,2020,Red River of the North,09020103-772,"2Bg, 3C",Becker,09020103,Otter Tail River,,Aquatic Recreation,Escherichia coli (E.coli),2020,5,,,,,
Pennington County Ditch 96 (76),Headwaters to Red Lake R,Stream,2016,Red River of the North,09020303-505,"2Bm, 3C",Pennington,09020303,Red Lake River,,Aquatic Recreation,Escherichia coli (E.coli),2026,5,,,,,
Perry Creek,Unnamed cr to Cormorant R,Stream,2018,Red River of the North,09020302-605,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Pickerel,Lake or Reservoir,Lake,2020,Red River of the North,03-0287-00,"2B, 3C",Becker,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,,PRJ07770-001,,
Pickerel,Lake or Reservoir,Lake,1998,Red River of the North,56-0475-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Pike Creek,Headwaters (Tenmile Lk 04-0267-00) to Lower Red Lk,Stream,2018,Red River of the North,09020302-521,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,Red Lake,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Pike Creek,Headwaters (Tenmile Lk 04-0267-00) to Lower Red Lk,Stream,2018,Red River of the North,09020302-521,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,Red Lake,Aquatic Life,Dissolved oxygen,2028,5,,,,,
Pike Creek,Headwaters (Tenmile Lk 04-0267-00) to Lower Red Lk,Stream,2018,Red River of the North,09020302-521,"2Bg, 3C",Beltrami,09020302,Upper/Lower Red Lake,Red Lake,Aquatic Life,Total suspended solids (TSS),2028,5,,,,,
Pine,Lake or Reservoir,Lake,2006,Red River of the North,15-0149-00,"2B, 3C",Clearwater,09020305,Clearwater River,,Aquatic Consumption,Mercury in fish tissue,2033,5,SW,,,,
Pine Creek,Unnamed cr to Roseau R,Stream,2018,Red River of the North,09020314-542,"2Bg, 3C",Roseau,09020314,Roseau River,,Aquatic Life,Fish bioassessments,2029,5,,,,,
Poplar River,Highway 59 to Lost R,Stream,2018,Red River of the North,09020305-504,"2Bg, 3C",Red Lake,09020305,Clearwater River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Poplar River,Spring Lk to Highway 59,Stream,2018,Red River of the North,09020305-518,"2Bg, 3C",Polk,09020305,Clearwater River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Poplar River,Spring Lk to Highway 59,Stream,2002,Red River of the North,09020305-518,"2Bg, 3C",Polk,09020305,Clearwater River,,Aquatic Life,Dissolved oxygen,2028,5,,,,,
Poplar River,Spring Lk to Highway 59,Stream,2018,Red River of the North,09020305-518,"2Bg, 3C",Polk,09020305,Clearwater River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Poplar River Diversion,Unnamed ditch to Badger Lk,Stream,2006,Red River of the North,09020305-543,"2Bg, 3C",Polk,09020305,Clearwater River,,Aquatic Life,Dissolved oxygen,,4C,,,,,
Prairie,Lake or Reservoir,Lake,2004,Red River of the North,56-0915-00,"2B, 3C",Otter Tail,09020103,Otter Tail River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,2014,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,09020101,Bois de Sioux River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2024,5,,,,,
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,2004,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,09020101,Bois de Sioux River,,Aquatic Life,Dissolved oxygen,2024,5,,,,,
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,2002,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,09020101,Bois de Sioux River,,Aquatic Life,Fish bioassessments,2024,5,,,,,
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,1996,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,09020101,Bois de Sioux River,,Aquatic Life,Turbidity,,4A,,2011,PRJ07819-001,,
Rabbit River,Wilkin County line to Bois de Sioux R,Stream,2010,Red River of the North,09020101-502,"2Bg, 3C",Wilkin,09020101,Bois de Sioux River,,Aquatic Recreation,Escherichia coli (E.coli),2024,5,,,,,
"Rabbit River, South Fork",Wilkin County line to Rabbit R,Stream,2014,Red River of the North,09020101-512,"2Bg, 3C",Wilkin,09020101,Bois de Sioux River,,Aquatic Life,Dissolved oxygen,2024,5,,,,,
"Rabbit River, South Fork",Wilkin County line to Rabbit R,Stream,2014,Red River of the North,09020101-512,"2Bg, 3C",Wilkin,09020101,Bois de Sioux River,,Aquatic Life,Fish bioassessments,2024,5,,,,,
"Rabbit River, South Fork",Wilkin County line to Rabbit R,Stream,2014,Red River of the North,09020101-512,"2Bg, 3C",Wilkin,09020101,Bois de Sioux River,,Aquatic Life,Turbidity,2024,5,,,,,
RED (UPPER RED),Lake or Reservoir,Lake,2002,Red River of the North,04-0035-01,"2B, 3C",Beltrami,09020302,Upper/Lower Red Lake,Red Lake,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2007,PRJ07770-001,,
Red Lake River,Burnham Cr to Unnamed cr,Stream,1998,Red River of the North,09020303-501,"1C, 2Bdg, 3C",Polk,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,Burnham Cr to Unnamed cr,Stream,1998,Red River of the North,09020303-501,"1C, 2Bdg, 3C",Polk,09020303,Red Lake River,,Aquatic Life,Turbidity,2026,5,,,,,
Red Lake River,Black R to Gentilly R,Stream,1998,Red River of the North,09020303-502,"1C, 2Bdg, 3C",Red Lake,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,Black R to Gentilly R,Stream,2008,Red River of the North,09020303-502,"1C, 2Bdg, 3C",Red Lake,09020303,Red Lake River,,Aquatic Life,Turbidity,2026,5,,,,,
Red Lake River,Unnamed cr to Red R,Stream,1998,Red River of the North,09020303-503,"1C, 2Bdg, 3C",Polk,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,Unnamed cr to Red R,Stream,2002,Red River of the North,09020303-503,"1C, 2Bdg, 3C",Polk,09020303,Red Lake River,,Aquatic Life,Turbidity,2026,5,,,,,
Red Lake River,County Ditch 96 to Clearwater R,Stream,1998,Red River of the North,09020303-504,"1C, 2Bdg, 3C",Red Lake,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,County Ditch 96 to Clearwater R,Stream,2008,Red River of the North,09020303-504,"1C, 2Bdg, 3C",Red Lake,09020303,Red Lake River,,Aquatic Life,Turbidity,2026,5,,,,,
Red Lake River,County Ditch 99 to Burnham Cr,Stream,1998,Red River of the North,09020303-506,"1C, 2Bdg, 3C",Polk,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,County Ditch 99 to Burnham Cr,Stream,2008,Red River of the North,09020303-506,"1C, 2Bdg, 3C",Polk,09020303,Red Lake River,,Aquatic Life,Turbidity,2026,5,,,,,
Red Lake River,Thief R to Thief River Falls Dam,Stream,1998,Red River of the North,09020303-509,"1C, 2Bdg, 3C",Pennington,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,Clearwater R to Cyr Cr,Stream,1998,Red River of the North,09020303-510,"1C, 2Bdg, 3C",Red Lake,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,Cyr Cr to Black R,Stream,1998,Red River of the North,09020303-511,"1C, 2Bdg, 3C",Red Lake,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,Gentilly R to County Ditch 99,Stream,1998,Red River of the North,09020303-512,"1C, 2Bdg, 3C",Polk,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,Gentilly R to County Ditch 99,Stream,2008,Red River of the North,09020303-512,"1C, 2Bdg, 3C",Polk,09020303,Red Lake River,,Aquatic Life,Turbidity,2026,5,,,,,
Red Lake River,Thief River Falls Dam to County Ditch 96,Stream,1998,Red River of the North,09020303-513,"1C, 2Bdg, 3C",Pennington,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,Clearwater/Pennington Co line to CD 39,Stream,1998,Red River of the North,09020303-561,"1C, 2Bdg, 3C",Pennington,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River,CD 39 to Thief R,Stream,1998,Red River of the North,09020303-562,"1C, 2Bdg, 3C",Pennington,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Red Lake River Reservoir,Lake or Reservoir,Lake,2012,Red River of the North,57-0051-00,"2B, 3C",Pennington,09020303,Red Lake River,,Aquatic Consumption,Mercury in fish tissue,2025,5,SW,,,,
